AreaCode,AreaName,Livestock_Type_Code,Livestock_Type,ParamName,ParamValue,Units
141,Mongolia,1079,Turkeys,TAM,6.8,kg/animal
141,Mongolia,976,Sheep,TAM,28,kg/animal
141,Mongolia,1016,Goats,TAM,30,kg/animal
141,Mongolia,1096,Horses,TAM,238,kg/animal
141,Mongolia,1107,Asses,TAM,130,kg/animal
141,Mongolia,1110,Mules,TAM,130,kg/animal
141,Mongolia,1126,Camels,TAM,217,kg/animal
141,Mongolia,1177,Llamas,TAM,120,kg/animal
142,Montserrat,960,"Cattle, dairy",TAM,400,kg/animal
142,Montserrat,961,"Cattle, non-dairy",TAM,305,kg/animal
142,Montserrat,946,Buffalo,TAM,380,kg/animal
142,Montserrat,1049,"Swine, market",TAM,28,kg/animal
142,Montserrat,1051,"Swine, breeding",TAM,28,kg/animal
142,Montserrat,1052,"Chicken, layers",TAM,1.8,kg/animal
142,Montserrat,1053,"Chicken, broilers",TAM,0.9,kg/animal
142,Montserrat,1068,Ducks,TAM,2.7,kg/animal
142,Montserrat,1079,Turkeys,TAM,6.8,kg/animal
142,Montserrat,976,Sheep,TAM,28,kg/animal
142,Montserrat,1016,Goats,TAM,30,kg/animal
142,Montserrat,1096,Horses,TAM,238,kg/animal
142,Montserrat,1107,Asses,TAM,130,kg/animal
142,Montserrat,1110,Mules,TAM,130,kg/animal
142,Montserrat,1126,Camels,TAM,217,kg/animal
142,Montserrat,1177,Llamas,TAM,120,kg/animal
143,Morocco,960,"Cattle, dairy",TAM,275,kg/animal
143,Morocco,961,"Cattle, non-dairy",TAM,173,kg/animal
143,Morocco,946,Buffalo,TAM,380,kg/animal
143,Morocco,1049,"Swine, market",TAM,28,kg/animal
143,Morocco,1051,"Swine, breeding",TAM,28,kg/animal
143,Morocco,1052,"Chicken, layers",TAM,1.8,kg/animal
143,Morocco,1053,"Chicken, broilers",TAM,0.9,kg/animal
143,Morocco,1068,Ducks,TAM,2.7,kg/animal
143,Morocco,1079,Turkeys,TAM,6.8,kg/animal
143,Morocco,976,Sheep,TAM,28,kg/animal
143,Morocco,1016,Goats,TAM,30,kg/animal
143,Morocco,1096,Horses,TAM,238,kg/animal
143,Morocco,1107,Asses,TAM,130,kg/animal
143,Morocco,1110,Mules,TAM,130,kg/animal
143,Morocco,1126,Camels,TAM,217,kg/animal
143,Morocco,1177,Llamas,TAM,120,kg/animal
144,Mozambique,960,"Cattle, dairy",TAM,275,kg/animal
144,Mozambique,961,"Cattle, non-dairy",TAM,173,kg/animal
144,Mozambique,946,Buffalo,TAM,380,kg/animal
144,Mozambique,1049,"Swine, market",TAM,28,kg/animal
144,Mozambique,1051,"Swine, breeding",TAM,28,kg/animal
144,Mozambique,1052,"Chicken, layers",TAM,1.8,kg/animal
144,Mozambique,1053,"Chicken, broilers",TAM,0.9,kg/animal
144,Mozambique,1068,Ducks,TAM,2.7,kg/animal
144,Mozambique,1079,Turkeys,TAM,6.8,kg/animal
144,Mozambique,976,Sheep,TAM,28,kg/animal
144,Mozambique,1016,Goats,TAM,30,kg/animal
144,Mozambique,1096,Horses,TAM,238,kg/animal
144,Mozambique,1107,Asses,TAM,130,kg/animal
144,Mozambique,1110,Mules,TAM,130,kg/animal
144,Mozambique,1126,Camels,TAM,217,kg/animal
144,Mozambique,1177,Llamas,TAM,120,kg/animal
145,Micronesia (Federated States of),960,"Cattle, dairy",TAM,500,kg/animal
145,Micronesia (Federated States of),961,"Cattle, non-dairy",TAM,330,kg/animal
145,Micronesia (Federated States of),946,Buffalo,TAM,380,kg/animal
145,Micronesia (Federated States of),1049,"Swine, market",TAM,45,kg/animal
145,Micronesia (Federated States of),1051,"Swine, breeding",TAM,180,kg/animal
145,Micronesia (Federated States of),1052,"Chicken, layers",TAM,1.8,kg/animal
145,Micronesia (Federated States of),1053,"Chicken, broilers",TAM,0.9,kg/animal
145,Micronesia (Federated States of),1068,Ducks,TAM,2.7,kg/animal
145,Micronesia (Federated States of),1079,Turkeys,TAM,6.8,kg/animal
145,Micronesia (Federated States of),976,Sheep,TAM,28,kg/animal
145,Micronesia (Federated States of),1016,Goats,TAM,30,kg/animal
145,Micronesia (Federated States of),1096,Horses,TAM,238,kg/animal
145,Micronesia (Federated States of),1107,Asses,TAM,130,kg/animal
145,Micronesia (Federated States of),1110,Mules,TAM,130,kg/animal
145,Micronesia (Federated States of),1126,Camels,TAM,217,kg/animal
145,Micronesia (Federated States of),1177,Llamas,TAM,120,kg/animal
146,Republic of Moldova,960,"Cattle, dairy",TAM,550,kg/animal
146,Republic of Moldova,961,"Cattle, non-dairy",TAM,391,kg/animal
146,Republic of Moldova,946,Buffalo,TAM,380,kg/animal
146,Republic of Moldova,1049,"Swine, market",TAM,50,kg/animal
146,Republic of Moldova,1051,"Swine, breeding",TAM,180,kg/animal
146,Republic of Moldova,1052,"Chicken, layers",TAM,1.8,kg/animal
146,Republic of Moldova,1053,"Chicken, broilers",TAM,0.9,kg/animal
146,Republic of Moldova,1068,Ducks,TAM,2.7,kg/animal
146,Republic of Moldova,1079,Turkeys,TAM,6.8,kg/animal
146,Republic of Moldova,976,Sheep,TAM,48.5,kg/animal
146,Republic of Moldova,1016,Goats,TAM,38.5,kg/animal
146,Republic of Moldova,1096,Horses,TAM,377,kg/animal
146,Republic of Moldova,1107,Asses,TAM,130,kg/animal
146,Republic of Moldova,1110,Mules,TAM,130,kg/animal
146,Republic of Moldova,1126,Camels,TAM,217,kg/animal
146,Republic of Moldova,1177,Llamas,TAM,120,kg/animal
147,Namibia,960,"Cattle, dairy",TAM,275,kg/animal
147,Namibia,961,"Cattle, non-dairy",TAM,173,kg/animal
147,Namibia,946,Buffalo,TAM,380,kg/animal
147,Namibia,1049,"Swine, market",TAM,28,kg/animal
147,Namibia,1051,"Swine, breeding",TAM,28,kg/animal
147,Namibia,1052,"Chicken, layers",TAM,1.8,kg/animal
147,Namibia,1053,"Chicken, broilers",TAM,0.9,kg/animal
147,Namibia,1068,Ducks,TAM,2.7,kg/animal
147,Namibia,1079,Turkeys,TAM,6.8,kg/animal
147,Namibia,976,Sheep,TAM,28,kg/animal
147,Namibia,1016,Goats,TAM,30,kg/animal
147,Namibia,1096,Horses,TAM,238,kg/animal
147,Namibia,1107,Asses,TAM,130,kg/animal
147,Namibia,1110,Mules,TAM,130,kg/animal
147,Namibia,1126,Camels,TAM,217,kg/animal
147,Namibia,1177,Llamas,TAM,120,kg/animal
148,Nauru,960,"Cattle, dairy",TAM,500,kg/animal
148,Nauru,961,"Cattle, non-dairy",TAM,330,kg/animal
148,Nauru,946,Buffalo,TAM,380,kg/animal
148,Nauru,1049,"Swine, market",TAM,45,kg/animal
148,Nauru,1051,"Swine, breeding",TAM,180,kg/animal
148,Nauru,1052,"Chicken, layers",TAM,1.8,kg/animal
148,Nauru,1053,"Chicken, broilers",TAM,0.9,kg/animal
148,Nauru,1068,Ducks,TAM,2.7,kg/animal
148,Nauru,1079,Turkeys,TAM,6.8,kg/animal
148,Nauru,976,Sheep,TAM,28,kg/animal
148,Nauru,1016,Goats,TAM,30,kg/animal
148,Nauru,1096,Horses,TAM,238,kg/animal
148,Nauru,1107,Asses,TAM,130,kg/animal
148,Nauru,1110,Mules,TAM,130,kg/animal
148,Nauru,1126,Camels,TAM,217,kg/animal
148,Nauru,1177,Llamas,TAM,120,kg/animal
149,Nepal,960,"Cattle, dairy",TAM,275,kg/animal
149,Nepal,961,"Cattle, non-dairy",TAM,110,kg/animal
149,Nepal,946,Buffalo,TAM,295,kg/animal
149,Nepal,1049,"Swine, market",TAM,28,kg/animal
149,Nepal,1051,"Swine, breeding",TAM,28,kg/animal
149,Nepal,1052,"Chicken, layers",TAM,1.8,kg/animal
149,Nepal,1053,"Chicken, broilers",TAM,0.9,kg/animal
149,Nepal,1068,Ducks,TAM,2.7,kg/animal
149,Nepal,1079,Turkeys,TAM,6.8,kg/animal
149,Nepal,976,Sheep,TAM,28,kg/animal
149,Nepal,1016,Goats,TAM,30,kg/animal
149,Nepal,1096,Horses,TAM,238,kg/animal
149,Nepal,1107,Asses,TAM,130,kg/animal
149,Nepal,1110,Mules,TAM,130,kg/animal
149,Nepal,1126,Camels,TAM,217,kg/animal
149,Nepal,1177,Llamas,TAM,120,kg/animal
150,Netherlands,960,"Cattle, dairy",TAM,600,kg/animal
150,Netherlands,961,"Cattle, non-dairy",TAM,420,kg/animal
150,Netherlands,946,Buffalo,TAM,380,kg/animal
150,Netherlands,1049,"Swine, market",TAM,50,kg/animal
150,Netherlands,1051,"Swine, breeding",TAM,198,kg/animal
150,Netherlands,1052,"Chicken, layers",TAM,1.8,kg/animal
150,Netherlands,1053,"Chicken, broilers",TAM,0.9,kg/animal
150,Netherlands,1068,Ducks,TAM,2.7,kg/animal
150,Netherlands,1079,Turkeys,TAM,6.8,kg/animal
150,Netherlands,976,Sheep,TAM,48.5,kg/animal
150,Netherlands,1016,Goats,TAM,38.5,kg/animal
150,Netherlands,1096,Horses,TAM,377,kg/animal
150,Netherlands,1107,Asses,TAM,130,kg/animal
150,Netherlands,1110,Mules,TAM,130,kg/animal
150,Netherlands,1126,Camels,TAM,217,kg/animal
150,Netherlands,1177,Llamas,TAM,120,kg/animal
151,Netherlands Antilles (former),960,"Cattle, dairy",TAM,400,kg/animal
151,Netherlands Antilles (former),961,"Cattle, non-dairy",TAM,305,kg/animal
151,Netherlands Antilles (former),946,Buffalo,TAM,380,kg/animal
151,Netherlands Antilles (former),1049,"Swine, market",TAM,28,kg/animal
151,Netherlands Antilles (former),1051,"Swine, breeding",TAM,28,kg/animal
151,Netherlands Antilles (former),1052,"Chicken, layers",TAM,1.8,kg/animal
151,Netherlands Antilles (former),1053,"Chicken, broilers",TAM,0.9,kg/animal
151,Netherlands Antilles (former),1068,Ducks,TAM,2.7,kg/animal
151,Netherlands Antilles (former),1079,Turkeys,TAM,6.8,kg/animal
151,Netherlands Antilles (former),976,Sheep,TAM,28,kg/animal
151,Netherlands Antilles (former),1016,Goats,TAM,30,kg/animal
151,Netherlands Antilles (former),1096,Horses,TAM,238,kg/animal
151,Netherlands Antilles (former),1107,Asses,TAM,130,kg/animal
151,Netherlands Antilles (former),1110,Mules,TAM,130,kg/animal
151,Netherlands Antilles (former),1126,Camels,TAM,217,kg/animal
151,Netherlands Antilles (former),1177,Llamas,TAM,120,kg/animal
153,New Caledonia,960,"Cattle, dairy",TAM,500,kg/animal
153,New Caledonia,961,"Cattle, non-dairy",TAM,330,kg/animal
153,New Caledonia,946,Buffalo,TAM,380,kg/animal
153,New Caledonia,1049,"Swine, market",TAM,45,kg/animal
153,New Caledonia,1051,"Swine, breeding",TAM,180,kg/animal
153,New Caledonia,1052,"Chicken, layers",TAM,1.8,kg/animal
153,New Caledonia,1053,"Chicken, broilers",TAM,0.9,kg/animal
153,New Caledonia,1068,Ducks,TAM,2.7,kg/animal
153,New Caledonia,1079,Turkeys,TAM,6.8,kg/animal
153,New Caledonia,976,Sheep,TAM,28,kg/animal
153,New Caledonia,1016,Goats,TAM,30,kg/animal
153,New Caledonia,1096,Horses,TAM,238,kg/animal
153,New Caledonia,1107,Asses,TAM,130,kg/animal
153,New Caledonia,1110,Mules,TAM,130,kg/animal
153,New Caledonia,1126,Camels,TAM,217,kg/animal
153,New Caledonia,1177,Llamas,TAM,120,kg/animal
154,The former Yugoslav Republic of Macedonia,960,"Cattle, dairy",TAM,600,kg/animal
154,The former Yugoslav Republic of Macedonia,961,"Cattle, non-dairy",TAM,420,kg/animal
154,The former Yugoslav Republic of Macedonia,946,Buffalo,TAM,380,kg/animal
154,The former Yugoslav Republic of Macedonia,1049,"Swine, market",TAM,50,kg/animal
154,The former Yugoslav Republic of Macedonia,1051,"Swine, breeding",TAM,198,kg/animal
154,The former Yugoslav Republic of Macedonia,1052,"Chicken, layers",TAM,1.8,kg/animal
154,The former Yugoslav Republic of Macedonia,1053,"Chicken, broilers",TAM,0.9,kg/animal
154,The former Yugoslav Republic of Macedonia,1068,Ducks,TAM,2.7,kg/animal
154,The former Yugoslav Republic of Macedonia,1079,Turkeys,TAM,6.8,kg/animal
154,The former Yugoslav Republic of Macedonia,976,Sheep,TAM,48.5,kg/animal
154,The former Yugoslav Republic of Macedonia,1016,Goats,TAM,38.5,kg/animal
154,The former Yugoslav Republic of Macedonia,1096,Horses,TAM,377,kg/animal
154,The former Yugoslav Republic of Macedonia,1107,Asses,TAM,130,kg/animal
154,The former Yugoslav Republic of Macedonia,1110,Mules,TAM,130,kg/animal
154,The former Yugoslav Republic of Macedonia,1126,Camels,TAM,217,kg/animal
154,The former Yugoslav Republic of Macedonia,1177,Llamas,TAM,120,kg/animal
155,Vanuatu,960,"Cattle, dairy",TAM,500,kg/animal
155,Vanuatu,961,"Cattle, non-dairy",TAM,330,kg/animal
155,Vanuatu,946,Buffalo,TAM,380,kg/animal
155,Vanuatu,1049,"Swine, market",TAM,45,kg/animal
155,Vanuatu,1051,"Swine, breeding",TAM,180,kg/animal
155,Vanuatu,1052,"Chicken, layers",TAM,1.8,kg/animal
155,Vanuatu,1053,"Chicken, broilers",TAM,0.9,kg/animal
155,Vanuatu,1068,Ducks,TAM,2.7,kg/animal
155,Vanuatu,1079,Turkeys,TAM,6.8,kg/animal
155,Vanuatu,976,Sheep,TAM,28,kg/animal
155,Vanuatu,1016,Goats,TAM,30,kg/animal
155,Vanuatu,1096,Horses,TAM,238,kg/animal
155,Vanuatu,1107,Asses,TAM,130,kg/animal
155,Vanuatu,1110,Mules,TAM,130,kg/animal
155,Vanuatu,1126,Camels,TAM,217,kg/animal
155,Vanuatu,1177,Llamas,TAM,120,kg/animal
156,New Zealand,960,"Cattle, dairy",TAM,500,kg/animal
156,New Zealand,961,"Cattle, non-dairy",TAM,330,kg/animal
156,New Zealand,946,Buffalo,TAM,380,kg/animal
156,New Zealand,1049,"Swine, market",TAM,45,kg/animal
156,New Zealand,1051,"Swine, breeding",TAM,180,kg/animal
156,New Zealand,1052,"Chicken, layers",TAM,1.8,kg/animal
156,New Zealand,1053,"Chicken, broilers",TAM,0.9,kg/animal
156,New Zealand,1068,Ducks,TAM,2.7,kg/animal
156,New Zealand,1079,Turkeys,TAM,6.8,kg/animal
156,New Zealand,976,Sheep,TAM,48.5,kg/animal
156,New Zealand,1016,Goats,TAM,38.5,kg/animal
156,New Zealand,1096,Horses,TAM,377,kg/animal
156,New Zealand,1107,Asses,TAM,130,kg/animal
156,New Zealand,1110,Mules,TAM,130,kg/animal
156,New Zealand,1126,Camels,TAM,217,kg/animal
156,New Zealand,1177,Llamas,TAM,120,kg/animal
157,Nicaragua,960,"Cattle, dairy",TAM,400,kg/animal
157,Nicaragua,961,"Cattle, non-dairy",TAM,305,kg/animal
157,Nicaragua,946,Buffalo,TAM,380,kg/animal
157,Nicaragua,1049,"Swine, market",TAM,28,kg/animal
157,Nicaragua,1051,"Swine, breeding",TAM,28,kg/animal
157,Nicaragua,1052,"Chicken, layers",TAM,1.8,kg/animal
157,Nicaragua,1053,"Chicken, broilers",TAM,0.9,kg/animal
157,Nicaragua,1068,Ducks,TAM,2.7,kg/animal
157,Nicaragua,1079,Turkeys,TAM,6.8,kg/animal
157,Nicaragua,976,Sheep,TAM,28,kg/animal
157,Nicaragua,1016,Goats,TAM,30,kg/animal
157,Nicaragua,1096,Horses,TAM,238,kg/animal
157,Nicaragua,1107,Asses,TAM,130,kg/animal
157,Nicaragua,1110,Mules,TAM,130,kg/animal
157,Nicaragua,1126,Camels,TAM,217,kg/animal
157,Nicaragua,1177,Llamas,TAM,120,kg/animal
158,Niger,960,"Cattle, dairy",TAM,275,kg/animal
158,Niger,961,"Cattle, non-dairy",TAM,173,kg/animal
158,Niger,946,Buffalo,TAM,380,kg/animal
158,Niger,1049,"Swine, market",TAM,28,kg/animal
158,Niger,1051,"Swine, breeding",TAM,28,kg/animal
158,Niger,1052,"Chicken, layers",TAM,1.8,kg/animal
158,Niger,1053,"Chicken, broilers",TAM,0.9,kg/animal
158,Niger,1068,Ducks,TAM,2.7,kg/animal
158,Niger,1079,Turkeys,TAM,6.8,kg/animal
158,Niger,976,Sheep,TAM,28,kg/animal
158,Niger,1016,Goats,TAM,30,kg/animal
158,Niger,1096,Horses,TAM,238,kg/animal
158,Niger,1107,Asses,TAM,130,kg/animal
158,Niger,1110,Mules,TAM,130,kg/animal
158,Niger,1126,Camels,TAM,217,kg/animal
158,Niger,1177,Llamas,TAM,120,kg/animal
159,Nigeria,960,"Cattle, dairy",TAM,275,kg/animal
159,Nigeria,961,"Cattle, non-dairy",TAM,173,kg/animal
159,Nigeria,946,Buffalo,TAM,380,kg/animal
159,Nigeria,1049,"Swine, market",TAM,28,kg/animal
159,Nigeria,1051,"Swine, breeding",TAM,28,kg/animal
159,Nigeria,1052,"Chicken, layers",TAM,1.8,kg/animal
159,Nigeria,1053,"Chicken, broilers",TAM,0.9,kg/animal
159,Nigeria,1068,Ducks,TAM,2.7,kg/animal
159,Nigeria,1079,Turkeys,TAM,6.8,kg/animal
159,Nigeria,976,Sheep,TAM,28,kg/animal
159,Nigeria,1016,Goats,TAM,30,kg/animal
159,Nigeria,1096,Horses,TAM,238,kg/animal
159,Nigeria,1107,Asses,TAM,130,kg/animal
159,Nigeria,1110,Mules,TAM,130,kg/animal
159,Nigeria,1126,Camels,TAM,217,kg/animal
159,Nigeria,1177,Llamas,TAM,120,kg/animal
160,Niue,960,"Cattle, dairy",TAM,500,kg/animal
160,Niue,961,"Cattle, non-dairy",TAM,330,kg/animal
160,Niue,946,Buffalo,TAM,380,kg/animal
160,Niue,1049,"Swine, market",TAM,45,kg/animal
160,Niue,1051,"Swine, breeding",TAM,180,kg/animal
160,Niue,1052,"Chicken, layers",TAM,1.8,kg/animal
160,Niue,1053,"Chicken, broilers",TAM,0.9,kg/animal
160,Niue,1068,Ducks,TAM,2.7,kg/animal
160,Niue,1079,Turkeys,TAM,6.8,kg/animal
160,Niue,976,Sheep,TAM,28,kg/animal
160,Niue,1016,Goats,TAM,30,kg/animal
160,Niue,1096,Horses,TAM,238,kg/animal
160,Niue,1107,Asses,TAM,130,kg/animal
160,Niue,1110,Mules,TAM,130,kg/animal
160,Niue,1126,Camels,TAM,217,kg/animal
160,Niue,1177,Llamas,TAM,120,kg/animal
161,Norfolk Island,960,"Cattle, dairy",TAM,500,kg/animal
161,Norfolk Island,961,"Cattle, non-dairy",TAM,330,kg/animal
161,Norfolk Island,946,Buffalo,TAM,380,kg/animal
161,Norfolk Island,1049,"Swine, market",TAM,45,kg/animal
161,Norfolk Island,1051,"Swine, breeding",TAM,180,kg/animal
161,Norfolk Island,1052,"Chicken, layers",TAM,1.8,kg/animal
161,Norfolk Island,1053,"Chicken, broilers",TAM,0.9,kg/animal
161,Norfolk Island,1068,Ducks,TAM,2.7,kg/animal
161,Norfolk Island,1079,Turkeys,TAM,6.8,kg/animal
161,Norfolk Island,976,Sheep,TAM,48.5,kg/animal
161,Norfolk Island,1016,Goats,TAM,38.5,kg/animal
161,Norfolk Island,1096,Horses,TAM,377,kg/animal
161,Norfolk Island,1107,Asses,TAM,130,kg/animal
161,Norfolk Island,1110,Mules,TAM,130,kg/animal
161,Norfolk Island,1126,Camels,TAM,217,kg/animal
161,Norfolk Island,1177,Llamas,TAM,120,kg/animal
162,Norway,960,"Cattle, dairy",TAM,600,kg/animal
162,Norway,961,"Cattle, non-dairy",TAM,420,kg/animal
162,Norway,946,Buffalo,TAM,380,kg/animal
162,Norway,1049,"Swine, market",TAM,50,kg/animal
162,Norway,1051,"Swine, breeding",TAM,198,kg/animal
162,Norway,1052,"Chicken, layers",TAM,1.8,kg/animal
162,Norway,1053,"Chicken, broilers",TAM,0.9,kg/animal
162,Norway,1068,Ducks,TAM,2.7,kg/animal
162,Norway,1079,Turkeys,TAM,6.8,kg/animal
162,Norway,976,Sheep,TAM,48.5,kg/animal
162,Norway,1016,Goats,TAM,38.5,kg/animal
162,Norway,1096,Horses,TAM,377,kg/animal
162,Norway,1107,Asses,TAM,130,kg/animal
162,Norway,1110,Mules,TAM,130,kg/animal
162,Norway,1126,Camels,TAM,217,kg/animal
162,Norway,1177,Llamas,TAM,120,kg/animal
163,Northern Mariana Islands,960,"Cattle, dairy",TAM,500,kg/animal
163,Northern Mariana Islands,961,"Cattle, non-dairy",TAM,330,kg/animal
163,Northern Mariana Islands,946,Buffalo,TAM,380,kg/animal
163,Northern Mariana Islands,1049,"Swine, market",TAM,45,kg/animal
163,Northern Mariana Islands,1051,"Swine, breeding",TAM,180,kg/animal
163,Northern Mariana Islands,1052,"Chicken, layers",TAM,1.8,kg/animal
163,Northern Mariana Islands,1053,"Chicken, broilers",TAM,0.9,kg/animal
163,Northern Mariana Islands,1068,Ducks,TAM,2.7,kg/animal
163,Northern Mariana Islands,1079,Turkeys,TAM,6.8,kg/animal
163,Northern Mariana Islands,976,Sheep,TAM,28,kg/animal
163,Northern Mariana Islands,1016,Goats,TAM,30,kg/animal
163,Northern Mariana Islands,1096,Horses,TAM,238,kg/animal
163,Northern Mariana Islands,1107,Asses,TAM,130,kg/animal
163,Northern Mariana Islands,1110,Mules,TAM,130,kg/animal
163,Northern Mariana Islands,1126,Camels,TAM,217,kg/animal
163,Northern Mariana Islands,1177,Llamas,TAM,120,kg/animal
164,Pacific Islands Trust Territory,960,"Cattle, dairy",TAM,500,kg/animal
164,Pacific Islands Trust Territory,961,"Cattle, non-dairy",TAM,330,kg/animal
164,Pacific Islands Trust Territory,946,Buffalo,TAM,380,kg/animal
164,Pacific Islands Trust Territory,1049,"Swine, market",TAM,45,kg/animal
164,Pacific Islands Trust Territory,1051,"Swine, breeding",TAM,180,kg/animal
164,Pacific Islands Trust Territory,1052,"Chicken, layers",TAM,1.8,kg/animal
164,Pacific Islands Trust Territory,1053,"Chicken, broilers",TAM,0.9,kg/animal
164,Pacific Islands Trust Territory,1068,Ducks,TAM,2.7,kg/animal
164,Pacific Islands Trust Territory,1079,Turkeys,TAM,6.8,kg/animal
164,Pacific Islands Trust Territory,976,Sheep,TAM,28,kg/animal
164,Pacific Islands Trust Territory,1016,Goats,TAM,30,kg/animal
164,Pacific Islands Trust Territory,1096,Horses,TAM,238,kg/animal
164,Pacific Islands Trust Territory,1107,Asses,TAM,130,kg/animal
164,Pacific Islands Trust Territory,1110,Mules,TAM,130,kg/animal
164,Pacific Islands Trust Territory,1126,Camels,TAM,217,kg/animal
164,Pacific Islands Trust Territory,1177,Llamas,TAM,120,kg/animal
165,Pakistan,960,"Cattle, dairy",TAM,275,kg/animal
165,Pakistan,961,"Cattle, non-dairy",TAM,110,kg/animal
165,Pakistan,946,Buffalo,TAM,295,kg/animal
165,Pakistan,1049,"Swine, market",TAM,28,kg/animal
165,Pakistan,1051,"Swine, breeding",TAM,28,kg/animal
165,Pakistan,1052,"Chicken, layers",TAM,1.8,kg/animal
165,Pakistan,1053,"Chicken, broilers",TAM,0.9,kg/animal
165,Pakistan,1068,Ducks,TAM,2.7,kg/animal
165,Pakistan,1079,Turkeys,TAM,6.8,kg/animal
165,Pakistan,976,Sheep,TAM,28,kg/animal
165,Pakistan,1016,Goats,TAM,30,kg/animal
165,Pakistan,1096,Horses,TAM,238,kg/animal
165,Pakistan,1107,Asses,TAM,130,kg/animal
165,Pakistan,1110,Mules,TAM,130,kg/animal
165,Pakistan,1126,Camels,TAM,217,kg/animal
165,Pakistan,1177,Llamas,TAM,120,kg/animal
166,Panama,960,"Cattle, dairy",TAM,400,kg/animal
166,Panama,961,"Cattle, non-dairy",TAM,305,kg/animal
166,Panama,946,Buffalo,TAM,380,kg/animal
166,Panama,1049,"Swine, market",TAM,28,kg/animal
166,Panama,1051,"Swine, breeding",TAM,28,kg/animal
166,Panama,1052,"Chicken, layers",TAM,1.8,kg/animal
166,Panama,1053,"Chicken, broilers",TAM,0.9,kg/animal
166,Panama,1068,Ducks,TAM,2.7,kg/animal
166,Panama,1079,Turkeys,TAM,6.8,kg/animal
166,Panama,976,Sheep,TAM,28,kg/animal
166,Panama,1016,Goats,TAM,30,kg/animal
166,Panama,1096,Horses,TAM,238,kg/animal
166,Panama,1107,Asses,TAM,130,kg/animal
166,Panama,1110,Mules,TAM,130,kg/animal
166,Panama,1126,Camels,TAM,217,kg/animal
166,Panama,1177,Llamas,TAM,120,kg/animal
167,Czechia,960,"Cattle, dairy",TAM,550,kg/animal
167,Czechia,961,"Cattle, non-dairy",TAM,391,kg/animal
167,Czechia,946,Buffalo,TAM,380,kg/animal
167,Czechia,1049,"Swine, market",TAM,50,kg/animal
167,Czechia,1051,"Swine, breeding",TAM,180,kg/animal
167,Czechia,1052,"Chicken, layers",TAM,1.8,kg/animal
167,Czechia,1053,"Chicken, broilers",TAM,0.9,kg/animal
167,Czechia,1068,Ducks,TAM,2.7,kg/animal
167,Czechia,1079,Turkeys,TAM,6.8,kg/animal
167,Czechia,976,Sheep,TAM,48.5,kg/animal
167,Czechia,1016,Goats,TAM,38.5,kg/animal
167,Czechia,1096,Horses,TAM,377,kg/animal
167,Czechia,1107,Asses,TAM,130,kg/animal
167,Czechia,1110,Mules,TAM,130,kg/animal
167,Czechia,1126,Camels,TAM,217,kg/animal
167,Czechia,1177,Llamas,TAM,120,kg/animal
168,Papua New Guinea,960,"Cattle, dairy",TAM,500,kg/animal
168,Papua New Guinea,961,"Cattle, non-dairy",TAM,330,kg/animal
168,Papua New Guinea,946,Buffalo,TAM,380,kg/animal
168,Papua New Guinea,1049,"Swine, market",TAM,45,kg/animal
168,Papua New Guinea,1051,"Swine, breeding",TAM,180,kg/animal
168,Papua New Guinea,1052,"Chicken, layers",TAM,1.8,kg/animal
168,Papua New Guinea,1053,"Chicken, broilers",TAM,0.9,kg/animal
168,Papua New Guinea,1068,Ducks,TAM,2.7,kg/animal
168,Papua New Guinea,1079,Turkeys,TAM,6.8,kg/animal
168,Papua New Guinea,976,Sheep,TAM,28,kg/animal
168,Papua New Guinea,1016,Goats,TAM,30,kg/animal
168,Papua New Guinea,1096,Horses,TAM,238,kg/animal
168,Papua New Guinea,1107,Asses,TAM,130,kg/animal
168,Papua New Guinea,1110,Mules,TAM,130,kg/animal
168,Papua New Guinea,1126,Camels,TAM,217,kg/animal
168,Papua New Guinea,1177,Llamas,TAM,120,kg/animal
169,Paraguay,960,"Cattle, dairy",TAM,400,kg/animal
169,Paraguay,961,"Cattle, non-dairy",TAM,305,kg/animal
169,Paraguay,946,Buffalo,TAM,380,kg/animal
169,Paraguay,1049,"Swine, market",TAM,28,kg/animal
169,Paraguay,1051,"Swine, breeding",TAM,28,kg/animal
169,Paraguay,1052,"Chicken, layers",TAM,1.8,kg/animal
169,Paraguay,1053,"Chicken, broilers",TAM,0.9,kg/animal
169,Paraguay,1068,Ducks,TAM,2.7,kg/animal
169,Paraguay,1079,Turkeys,TAM,6.8,kg/animal
169,Paraguay,976,Sheep,TAM,28,kg/animal
169,Paraguay,1016,Goats,TAM,30,kg/animal
169,Paraguay,1096,Horses,TAM,238,kg/animal
169,Paraguay,1107,Asses,TAM,130,kg/animal
169,Paraguay,1110,Mules,TAM,130,kg/animal
169,Paraguay,1126,Camels,TAM,217,kg/animal
169,Paraguay,1177,Llamas,TAM,120,kg/animal
170,Peru,960,"Cattle, dairy",TAM,400,kg/animal
170,Peru,961,"Cattle, non-dairy",TAM,305,kg/animal
170,Peru,946,Buffalo,TAM,380,kg/animal
170,Peru,1049,"Swine, market",TAM,28,kg/animal
170,Peru,1051,"Swine, breeding",TAM,28,kg/animal
170,Peru,1052,"Chicken, layers",TAM,1.8,kg/animal
170,Peru,1053,"Chicken, broilers",TAM,0.9,kg/animal
170,Peru,1068,Ducks,TAM,2.7,kg/animal
170,Peru,1079,Turkeys,TAM,6.8,kg/animal
170,Peru,976,Sheep,TAM,28,kg/animal
